source_repo,source_path,copied_path,run_id,api_or_local,model,benchmark,method,prompt_version,rows,has_required_columns,eval_ready_folder,notes
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_baseline_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_baseline_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,baseline,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_baseline_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_baseline_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,baseline,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_baseline_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_baseline_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,baseline,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_baseline_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_baseline_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,baseline,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_baseline_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_baseline_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,baseline,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_cyclic_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,cyclic,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_cyclic_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_cyclic_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,cyclic,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,pride,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,pride,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,pride,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_pride_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,pride,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_llama-3.1-8b-instant_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_llama-3.1-8b-instant_arc_challenge.csv,20260601_183346,api,llama-3.1-8b-instant,arc_challenge,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_two_prompt_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,two_prompt,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_two_prompt_llama-3.1-8b-instant_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_two_prompt_llama-3.1-8b-instant_mmlu.csv,20260601_183346,api,llama-3.1-8b-instant,mmlu,two_prompt,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_arc_challenge.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,arc_challenge,twostage_semantic_match,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_Qwen_Qwen2.5-7B-Instruct-Turbo_mmlu.csv,20260601_183346,api,Qwen/Qwen2.5-7B-Instruct-Turbo,mmlu,twostage_semantic_match,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gemini-2.5-flash_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_gemini-2.5-flash_arc_challenge.csv,20260601_183346,api,gemini-2.5-flash,arc_challenge,twostage_semantic_match,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gemini-2.5-flash_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_gemini-2.5-flash_mmlu.csv,20260601_183346,api,gemini-2.5-flash,mmlu,twostage_semantic_match,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gpt-4.1-mini_arc_challenge.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_gpt-4.1-mini_arc_challenge.csv,20260601_183346,api,gpt-4.1-mini,arc_challenge,twostage_semantic_match,v1,1000,True,paper_combined_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_api_main/20260601_183346_twostage_semantic_match_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,twostage_semantic_match,v1,1000,True,paper_api_main,
two-stage-prompting,/home/cotenthusiast/Projects/two-stage-prompting/runs/20260601_183346/20260601_183346_twostage_semantic_match_gpt-4.1-mini_mmlu.csv,/home/cotenthusiast/Projects/two-stage-prompting/paper_results/eval_ready/paper_combined_main/20260601_183346_twostage_semantic_match_gpt-4.1-mini_mmlu.csv,20260601_183346,api,gpt-4.1-mini,mmlu,twostage_semantic_match,v1,1000,True,paper_combined_main,
